gene	p_val	avg_logFC	avg_FC	pct.1	pct.2	p_val_adj	cluster		
CXorf36	0	0.397987003	1.317668081	0.307	0.001	0	14		
SYNPO	0	0.38950632	1.309945073	0.294	0.006	0	14		
MMRN2	0	0.388660523	1.309177328	0.284	0.001	0	14		
CYYR1	0	0.38166448	1.302844118	0.291	0.001	0	14		
PKIG	0	0.349832432	1.274412597	0.284	0.011	0	14		
S1PR1	0	0.308371867	1.238309434	0.253	0.002	0	14		
TMEM255B	4.62E-287	0.323062104	1.250982931	0.27	0.011	9.58E-283	14		
THSD7A	4.30E-283	0.377500945	1.299089605	0.27	0.011	8.91E-279	14		
HSPG2	8.72E-281	1.170594705	2.251044699	0.551	0.058	1.81E-276	14		
ENG	1.11E-279	0.752206238	1.684366676	0.476	0.041	2.31E-275	14		
HTRA1	1.54E-278	0.60025457	1.515984045	0.392	0.026	3.19E-274	14		
RASGRP3	3.18E-270	0.351435613	1.275829563	0.284	0.013	6.58E-266	14		
FKBP1A	6.76E-265	1.122720334	2.177571868	0.77	0.13	1.40E-260	14		
KDR	2.28E-264	0.378621716	1.300099208	0.28	0.013	4.72E-260	14		
MMP2	5.15E-262	0.437279218	1.354048316	0.311	0.017	1.07E-257	14		
LAMA4	1.59E-233	0.422726609	1.340458551	0.274	0.015	3.30E-229	14		
SPARC	3.09E-230	1.120328733	2.173965029	0.534	0.061	6.40E-226	14		
SPRY1	2.21E-221	0.940139564	1.918713843	0.52	0.064	4.59E-217	14		
GRASP	6.15E-220	0.443927255	1.36030226	0.351	0.027	1.27E-215	14		
PTP4A3	1.65E-219	0.419490861	1.337455472	0.311	0.021	3.41E-215	14		
SULF2	2.58E-215	0.368904461	1.291371829	0.318	0.022	5.35E-211	14		
NPDC1	7.07E-213	0.736489541	1.666116799	0.47	0.053	1.46E-208	14		
PLPP1	1.90E-208	0.455714359	1.371461725	0.314	0.023	3.93E-204	14		
PDLIM1	3.55E-197	0.593811519	1.509228782	0.412	0.043	7.35E-193	14		
NID1	6.85E-197	0.294786714	1.22670361	0.264	0.016	1.42E-192	14		
ADAMTS1	4.03E-195	0.728652281	1.657090368	0.341	0.029	8.34E-191	14		
RAPGEF5	1.30E-190	0.426477921	1.343948561	0.345	0.03	2.69E-186	14		
ID1	2.16E-175	0.721694898	1.649118304	0.419	0.05	4.48E-171	14		
PLK2	3.58E-171	0.366599424	1.289310213	0.284	0.023	7.41E-167	14		
MAST4	4.11E-169	0.357479146	1.281185296	0.27	0.021	8.52E-165	14		
CCDC50	1.87E-166	0.393610629	1.313677029	0.355	0.036	3.88E-162	14		
LMO2	1.90E-164	0.338861464	1.264758087	0.28	0.023	3.94E-160	14		
RFLNB	4.42E-158	0.372410972	1.294514362	0.277	0.023	9.15E-154	14		
CAVIN1	5.25E-157	0.636647403	1.554712051	0.48	0.072	1.09E-152	14		
KIAA0355	7.84E-155	0.385564483	1.306370831	0.334	0.035	1.62E-150	14		
STOM	1.62E-152	0.555039502	1.469208861	0.409	0.054	3.36E-148	14		
ENTPD1	2.17E-151	0.348645153	1.273364239	0.291	0.026	4.50E-147	14		
MEF2C	6.15E-148	0.479243954	1.394012941	0.449	0.065	1.27E-143	14		
NFIB	1.01E-142	0.51810332	1.432071297	0.399	0.054	2.10E-138	14		
CAV1	1.06E-141	0.738642368	1.668604878	0.399	0.055	2.19E-137	14		
MGP	2.64E-141	1.086735727	2.123929276	0.503	0.085	5.46E-137	14		
GIMAP4	9.54E-141	0.38472941	1.305614885	0.358	0.043	1.98E-136	14		
ITGA5	1.32E-131	0.30456943	1.235049984	0.287	0.03	2.73E-127	14		
CASC15	1.46E-131	0.353547396	1.277698459	0.257	0.024	3.02E-127	14		
HYAL2	9.70E-131	0.679191962	1.601242666	0.449	0.077	2.01E-126	14		
RGCC	1.45E-128	0.703384668	1.628320474	0.402	0.06	3.01E-124	14		
VIM	4.57E-128	1.238758362	2.359953384	0.889	0.334	9.47E-124	14		
LMCD1	3.09E-124	0.356795935	1.280578714	0.27	0.028	6.40E-120	14		
ARHGAP29	9.81E-124	0.615952038	1.53256901	0.507	0.102	2.03E-119	14		
C11orf96	1.23E-121	0.367592391	1.290197916	0.284	0.031	2.55E-117	14		
INSR	4.67E-121	0.572330062	1.486923127	0.304	0.037	9.67E-117	14		
C1orf54	1.74E-119	0.326718086	1.254157109	0.264	0.028	3.60E-115	14		
MTUS1	2.16E-119	0.55469118	1.46885418	0.375	0.057	4.47E-115	14		
UACA	3.69E-119	0.381892059	1.303049653	0.27	0.029	7.65E-115	14		
EPAS1	1.05E-118	0.592594247	1.50795591	0.432	0.077	2.17E-114	14		
CCDC85B	2.00E-117	0.738091011	1.667967307	0.611	0.16	4.13E-113	14		
ZEB1	4.15E-116	0.381980067	1.303129144	0.318	0.041	8.60E-112	14		
SNRK	2.28E-114	0.295768183	1.227538423	0.267	0.03	4.73E-110	14		
UTRN	3.56E-109	0.498000306	1.412254704	0.432	0.08	7.37E-105	14		
RGS3	5.21E-109	0.409079377	1.327838214	0.28	0.035	1.08E-104	14		
SEC14L1	7.76E-106	0.343087206	1.268468072	0.304	0.041	1.61E-101	14		
FABP5	9.87E-106	0.675961297	1.597660972	0.456	0.089	2.04E-101	14		
SLC9A3R2	1.16E-103	1.018760307	2.026177138	0.598	0.176	2.40E-99	14		
GNG11	2.86E-99	0.832176525	1.780369295	0.632	0.193	5.91E-95	14		
AQP1	5.87E-94	0.799524215	1.740527026	0.446	0.098	1.21E-89	14		
CALM1	8.41E-92	1.036328654	2.051001653	0.845	0.394	1.74E-87	14		
IGFBP5	9.78E-92	1.136175831	2.197976301	0.26	0.035	2.03E-87	14		
SWAP70	9.94E-89	0.409470789	1.328198513	0.361	0.067	2.06E-84	14		
ID3	3.88E-87	0.475732352	1.39062396	0.453	0.097	8.03E-83	14		
THBD	3.90E-87	0.338292305	1.264259225	0.26	0.036	8.07E-83	14		
PHACTR2	7.50E-85	0.289358452	1.222096706	0.287	0.044	1.55E-80	14		
CEMIP2	7.66E-85	0.363418152	1.286470301	0.304	0.051	1.59E-80	14		
ETS1	2.18E-83	0.367778166	1.290364064	0.351	0.066	4.52E-79	14		
IFITM3	2.55E-83	0.859205908	1.814039547	0.959	0.675	5.29E-79	14		
EFNB2	5.35E-82	0.515820458	1.429807037	0.351	0.07	1.11E-77	14		
IFI27	4.82E-81	1.104649429	2.15046616	0.723	0.308	9.97E-77	14		
VAMP5	2.13E-79	0.563432813	1.477781336	0.51	0.144	4.40E-75	14		
PTMS	1.35E-78	0.646462228	1.565325	0.568	0.178	2.80E-74	14		
PLCB1	1.12E-76	0.319394113	1.247806399	0.27	0.044	2.31E-72	14		
PNP	1.48E-75	0.475638429	1.39053343	0.405	0.096	3.06E-71	14		
DPYSL2	1.75E-74	0.343656291	1.26896853	0.334	0.066	3.62E-70	14		
KLF2	6.72E-74	0.890035202	1.853221342	0.48	0.136	1.39E-69	14		
MGST2	3.10E-73	0.320615488	1.24886323	0.328	0.064	6.41E-69	14		
ASAP1	8.14E-72	0.28534409	1.218700896	0.338	0.068	1.69E-67	14		
IFITM2	2.18E-71	0.799416211	1.740396729	0.625	0.243	4.51E-67	14		
WWTR1	1.58E-70	0.469322542	1.384459204	0.405	0.101	3.28E-66	14		
SH3BP5	7.90E-70	0.34238937	1.267854658	0.307	0.06	1.64E-65	14		
MARCKSL1	1.66E-69	0.671012468	1.592189957	0.584	0.212	3.44E-65	14		
TSC22D1	4.63E-69	0.552559695	1.466685649	0.456	0.128	9.60E-65	14		
ICAM2	7.98E-64	0.409809929	1.328510775	0.351	0.084	1.65E-59	14		
ELK3	2.69E-62	0.439323702	1.355968536	0.409	0.113	5.57E-58	14		
TMSB4X	1.54E-57	0.652204847	1.571568163	1	0.971	3.19E-53	14		
CALD1	6.69E-57	0.510953151	1.424991339	0.544	0.197	1.39E-52	14		
SRP14	4.76E-56	0.758687699	1.691950896	0.912	0.762	9.87E-52	14		
BGN	8.21E-55	0.280659756	1.214750273	0.26	0.05	1.70E-50	14		
PTMA	3.19E-54	0.479127021	1.393899958	0.993	0.99	6.60E-50	14		
PIK3C2A	4.14E-54	0.308133855	1.238105159	0.294	0.067	8.58E-50	14		
EHD4	6.17E-53	0.30981372	1.23954764	0.307	0.074	1.28E-48	14		
BEX3	1.43E-52	0.377100745	1.298729292	0.382	0.108	2.96E-48	14		
ETS2	1.16E-51	0.331128376	1.257996908	0.355	0.094	2.40E-47	14		
VWA1	1.73E-51	0.499562658	1.41378492	0.432	0.144	3.59E-47	14		
PRCP	4.59E-51	0.480192635	1.394929911	0.331	0.089	9.51E-47	14		
CAVIN3	2.86E-50	0.448822044	1.364925344	0.449	0.151	5.91E-46	14		
ITGA6	1.26E-49	0.323494255	1.251357711	0.294	0.072	2.61E-45	14		
TSHZ2	3.41E-49	0.363877746	1.286880193	0.324	0.087	7.06E-45	14		
TGFBR2	1.91E-48	0.356106117	1.279966558	0.311	0.081	3.95E-44	14		
EMP1	3.30E-48	0.623618399	1.54073463	0.473	0.184	6.83E-44	14		
EID1	5.19E-48	0.440479925	1.357055689	0.527	0.209	1.07E-43	14		
TUBA1A	4.98E-47	0.583121485	1.498087078	0.503	0.198	1.03E-42	14		
ABHD17A	1.07E-46	0.330077098	1.257080551	0.338	0.096	2.22E-42	14		
HLA-E	1.46E-46	0.775543399	1.711834702	0.534	0.235	3.03E-42	14		
ATOX1	1.92E-45	0.378865844	1.300319225	0.392	0.125	3.97E-41	14		
LAMB1	4.98E-45	0.293130744	1.225296369	0.267	0.064	1.03E-40	14		
TACC1	2.28E-44	0.272776511	1.208130677	0.294	0.077	4.73E-40	14		
IGFBP4	3.55E-44	0.595827411	1.511339117	0.459	0.183	7.36E-40	14		
TCEAL9	1.39E-43	0.303327071	1.233986893	0.324	0.092	2.87E-39	14		
ADGRF5	1.55E-43	0.373380332	1.295384451	0.314	0.089	3.21E-39	14		
TPM4	1.69E-43	0.550057468	1.464144018	0.618	0.305	3.51E-39	14		
LUZP1	8.68E-43	0.314816634	1.24385355	0.351	0.108	1.80E-38	14		
GSN	1.49E-42	0.52897199	1.442900673	0.476	0.19	3.09E-38	14		
MARCKS	1.85E-42	0.484188316	1.398798657	0.476	0.186	3.82E-38	14		
AKAP13	5.49E-42	0.381475918	1.302673847	0.412	0.147	1.14E-37	14		
RNASE1	8.84E-42	0.503070549	1.417226698	0.527	0.22	1.83E-37	14		
NR4A1	2.62E-41	0.37549301	1.297282798	0.338	0.103	5.42E-37	14		
MYL6	2.90E-41	0.471063489	1.386130884	0.997	0.919	6.01E-37	14		
H3F3A	3.99E-39	0.445026122	1.361338765	0.97	0.904	8.26E-35	14		
NRP1	4.16E-39	0.368589958	1.291090345	0.368	0.128	8.61E-35	14		
IL6ST	1.47E-37	0.34868722	1.273401369	0.328	0.107	3.05E-33	14		
COL18A1	1.52E-37	0.329233395	1.256345613	0.304	0.091	3.16E-33	14		
KTN1	1.60E-36	0.449190179	1.365273679	0.446	0.188	3.32E-32	14		
GNAS	7.27E-36	0.481616781	1.396307586	0.878	0.745	1.51E-31	14		
NEDD9	1.51E-35	0.277296664	1.211921844	0.253	0.07	3.13E-31	14		
GNAI2	3.08E-35	0.508610597	1.422679409	0.584	0.323	6.39E-31	14		
UBE2J1	9.68E-35	0.282428935	1.216240836	0.277	0.082	2.00E-30	14		
ARGLU1	1.06E-34	0.462062822	1.377510028	0.473	0.211	2.19E-30	14		
STMN1	3.67E-34	0.401839097	1.321191046	0.368	0.132	7.60E-30	14		
CSNK1A1	6.45E-34	0.360711962	1.284059417	0.443	0.188	1.34E-29	14		
VGLL4	1.49E-33	0.302566656	1.233336655	0.338	0.118	3.09E-29	14		
ABL2	1.61E-33	0.288062022	1.220999003	0.257	0.074	3.34E-29	14		
TJP1	1.88E-33	0.270671547	1.206369239	0.348	0.122	3.90E-29	14		
SH3BGRL	2.68E-33	0.264274815	1.201032187	0.328	0.107	5.54E-29	14		
SKIL	8.54E-33	0.280363816	1.214501116	0.368	0.134	1.77E-28	14		
FILIP1	1.82E-32	0.339051313	1.264924531	0.301	0.1	3.76E-28	14		
LMNA	5.02E-32	0.642414651	1.560939532	0.568	0.333	1.04E-27	14		
PTPRE	8.26E-32	0.325516315	1.253112826	0.321	0.112	1.71E-27	14		
HLA-B	1.49E-31	0.562534866	1.476861837	0.872	0.663	3.09E-27	14		
HES1	1.12E-30	0.502563581	1.416728767	0.382	0.157	2.31E-26	14		
IL32	1.31E-30	0.261036614	1.198339433	0.331	0.112	2.71E-26	14		
CLIC4	4.37E-30	0.256807946	1.194832136	0.287	0.094	9.04E-26	14		
YWHAE	7.03E-29	0.35863978	1.282216412	0.466	0.221	1.46E-24	14		
NR4A2	1.07E-27	0.26012117	1.197579283	0.277	0.09	2.21E-23	14		
BMPR2	3.46E-27	0.273708816	1.208911653	0.307	0.114	7.17E-23	14		
GUK1	4.84E-27	0.386444757	1.307168168	0.855	0.691	1.00E-22	14		
ATP1B3	8.09E-27	0.402697328	1.32197723	0.361	0.15	1.68E-22	14		
SNX3	8.61E-27	0.340399997	1.266107582	0.419	0.193	1.78E-22	14		
PLXND1	2.08E-26	0.251528607	1.190467807	0.27	0.093	4.31E-22	14		
RDX	3.79E-26	0.44874005	1.364847773	0.446	0.232	7.85E-22	14		
SPTBN1	1.14E-25	0.419073705	1.337068802	0.443	0.222	2.37E-21	14		
CYTOR	5.96E-25	0.432278239	1.349362748	0.348	0.15	1.23E-20	14		
NAA38	7.74E-25	0.252612786	1.191362774	0.324	0.129	1.60E-20	14		
TGM2	1.39E-24	0.342832989	1.268244575	0.375	0.16	2.88E-20	14		
EIF4A1	1.42E-24	0.255786471	1.193986455	0.338	0.138	2.94E-20	14		
HMGB1	3.05E-24	0.315197407	1.244181886	0.963	0.867	6.33E-20	14		
RHOC	3.54E-24	0.397978754	1.317660547	0.514	0.293	7.34E-20	14		
ACTN1	8.94E-24	0.264092495	1.200880417	0.301	0.119	1.85E-19	14		
DUSP1	2.51E-23	0.465235961	1.380543131	0.581	0.35	5.21E-19	14		
CFL1	4.30E-23	0.353825646	1.27794491	0.909	0.766	8.90E-19	14		
EIF4G2	3.13E-22	0.381643918	1.30282555	0.564	0.344	6.48E-18	14		
B2M	4.64E-22	0.307219666	1.23732086	0.997	0.973	9.61E-18	14		
MIR4435-2HG	9.45E-22	0.318974247	1.247443304	0.257	0.098	1.96E-17	14		
CD81	9.90E-22	0.403885972	1.323066863	0.831	0.701	2.05E-17	14		
YWHAB	1.05E-21	0.369761797	1.292139468	0.544	0.332	2.18E-17	14		
CTNNA1	1.38E-21	0.250195193	1.189368022	0.348	0.155	2.86E-17	14		
JUNB	1.80E-21	0.5164175	1.430398868	0.578	0.375	3.73E-17	14		
YWHAH	1.81E-21	0.312186928	1.241588352	0.486	0.261	3.75E-17	14		
SOCS3	2.21E-21	0.268859795	1.204855218	0.399	0.191	4.58E-17	14		
LIMS1	4.43E-21	0.274103656	1.209242556	0.375	0.174	9.18E-17	14		
CLTA	1.20E-20	0.274417261	1.209505442	0.456	0.241	2.49E-16	14		
DDX5	1.24E-20	0.310085389	1.239781077	0.976	0.9	2.57E-16	14		
FOS	1.33E-20	0.674331216	1.595856817	0.554	0.349	2.75E-16	14		
ARHGDIB	7.17E-19	0.295217483	1.227069941	0.429	0.219	1.49E-14	14		
IVNS1ABP	1.26E-18	0.304491009	1.234982851	0.267	0.112	2.61E-14	14		
JMJD1C	3.16E-18	0.259990007	1.19747041	0.304	0.138	6.55E-14	14		
RPL7A	3.31E-18	0.295311794	1.227150159	0.986	0.951	6.85E-14	14		
FOXP1	5.17E-18	0.285103983	1.218498085	0.301	0.138	1.07E-13	14		
DNAJA1	1.07E-17	0.252905948	1.191604889	0.395	0.206	2.22E-13	14		
MSN	5.05E-17	0.32371579	1.25154988	0.459	0.277	1.05E-12	14		
GABARAPL2	5.24E-17	0.261475606	1.198704127	0.395	0.212	1.09E-12	14		
SEC62	9.77E-17	0.269892937	1.205718348	0.422	0.24	2.02E-12	14		
DYNLL1	1.19E-16	0.381768273	1.302937854	0.588	0.42	2.47E-12	14		
SRSF5	2.49E-16	0.251045192	1.190068975	0.385	0.206	5.16E-12	14		
CD99	3.18E-16	0.273970374	1.209130846	0.439	0.253	6.58E-12	14		
YBX3	9.10E-16	0.309626122	1.239386468	0.524	0.342	1.89E-11	14		
RPS26	2.88E-15	0.316919615	1.245668007	0.615	0.443	5.96E-11	14		
MYL12B	6.84E-15	0.28768624	1.220681008	0.878	0.761	1.42E-10	14		
UBB	8.48E-15	0.306827045	1.236984176	0.574	0.402	1.76E-10	14		
SET	1.64E-14	0.275748741	1.210622224	0.497	0.316	3.40E-10	14		
JUND	1.94E-14	0.438300922	1.35500758	0.547	0.389	4.02E-10	14		
CDC37	2.41E-14	0.261774127	1.198952187	0.378	0.216	5.00E-10	14		
ARPC5	1.64E-13	0.262079305	1.199205833	0.49	0.309	3.39E-09	14		
TAGLN2	4.78E-13	0.323524963	1.251384346	0.568	0.431	9.91E-09	14		
APP	5.70E-13	0.371848558	1.294009813	0.514	0.366	1.18E-08	14		
RAB13	6.05E-13	0.256821329	1.19484322	0.514	0.341	1.25E-08	14		
HLA-C	6.43E-13	0.277522566	1.212111626	0.882	0.768	1.33E-08	14		
HNRNPK	6.52E-13	0.250603342	1.189704551	0.486	0.315	1.35E-08	14		
DUSP6	3.76E-12	0.278987112	1.213342721	0.382	0.229	7.78E-08	14		
BTF3	4.70E-12	0.271122522	1.206746399	0.764	0.647	9.74E-08	14		
ZFP36	6.88E-12	0.374908323	1.296757149	0.375	0.234	1.42E-07	14		
CD59	1.11E-11	0.277996749	1.212510087	0.466	0.308	2.29E-07	14		
MAP1B	1.43E-10	0.287033407	1.220128763	0.304	0.176	2.96E-06	14		
PSMA7	2.83E-10	0.260288355	1.197718071	0.568	0.42	5.86E-06	14		
FOSB	1.37E-08	0.460802246	1.376306935	0.402	0.284	0.0002828	14		
ITGB1	2.12E-08	0.318027948	1.246625343	0.503	0.394	0.000439184	14		
MGP	0	3.390781297	10.48882595	0.935	0.082	0	15		
COL1A2	0	3.316663904	9.963577901	1	0.052	0	15		
COL3A1	0	3.312607043	9.935599659	1	0.041	0	15		
SFRP2	0	3.250526446	9.517129127	0.967	0.033	0	15		
LUM	0	3.201998283	9.202324193	0.991	0.03	0	15		
DCN	0	2.763099524	6.788531502	0.977	0.03	0	15		
SPARC	0	2.608414037	6.098329219	0.991	0.058	0	15		
TAGLN	0	2.395564762	5.26183045	0.925	0.086	0	15		
IGFBP7	0	2.348828932	5.094105831	0.977	0.057	0	15		
POSTN	0	2.297666379	4.916618376	0.687	0.021	0	15		
RARRES2	0	2.245370019	4.74158704	0.958	0.024	0	15		
IGFBP5	0	2.196470682	4.583566744	0.771	0.03	0	15		
CTGF	0	2.191053257	4.566387393	0.785	0.014	0	15		
BGN	0	2.022650469	4.063296012	0.986	0.043	0	15		
COL6A3	0	1.97118915	3.920911694	0.944	0.01	0	15		
VCAN	0	1.960885028	3.893007242	0.944	0.073	0	15		
CTHRC1	0	1.92895062	3.8077813	0.958	0.016	0	15		
ACTA2	0	1.859958481	3.629972154	0.804	0.049	0	15		
IGF1	0	1.77667037	3.426344871	0.495	0.015	0	15		
AEBP1	0	1.769669386	3.409758083	0.949	0.017	0	15		
SERPINF1	0	1.683762661	3.212647428	0.86	0.022	0	15		
COL5A2	0	1.666642141	3.174748134	0.935	0.013	0	15		
CCDC80	0	1.654766383	3.14872199	0.911	0.038	0	15		
INHBA	0	1.635593366	3.107153177	0.752	0.026	0	15		
TPM2	0	1.587517307	3.005317277	0.846	0.058	0	15		
SFRP4	0	1.565667738	2.960144778	0.738	0.008	0	15		
FBLN1	0	1.533341628	2.894555117	0.813	0.021	0	15		
THY1	0	1.493284858	2.815292571	0.893	0.016	0	15		
COL6A2	0	1.484159078	2.797540617	0.93	0.068	0	15		
SULF1	0	1.452523997	2.736864477	0.799	0.01	0	15		
PLA2G2A	0	1.424666483	2.684524336	0.257	0.004	0	15		
C11orf96	0	1.415931732	2.668320073	0.645	0.028	0	15		
MYL9	0	1.406479846	2.650895586	0.897	0.072	0	15		
THBS2	0	1.398049223	2.63544982	0.85	0.006	0	15		
COL10A1	0	1.362022274	2.570452359	0.752	0.005	0	15		
COL6A1	0	1.328806122	2.511947169	0.841	0.087	0	15		
CTSK	0	1.31547488	2.488842403	0.827	0.012	0	15		
COL8A1	0	1.307554784	2.475216611	0.808	0.006	0	15		
NBL1	0	1.302897464	2.467238981	0.855	0.049	0	15		
FBN1	0	1.297909093	2.4587228	0.832	0.011	0	15		
C1S	0	1.295580825	2.454758034	0.85	0.037	0	15		
COMP	0	1.286783008	2.439834024	0.463	0.006	0	15		
ITGBL1	0	1.283435728	2.434179785	0.794	0.007	0	15		
FGF7	0	1.241560821	2.364542087	0.617	0.008	0	15		
COL5A1	0	1.233281605	2.351011515	0.846	0.008	0	15		
COL11A1	0	1.225939661	2.339077497	0.626	0.003	0	15		
MMP2	0	1.221672366	2.332169047	0.748	0.013	0	15		
ISLR	0	1.220802387	2.330763119	0.752	0.006	0	15		
HTRA1	0	1.211720685	2.31613715	0.776	0.023	0	15		
COL12A1	0	1.169212287	2.248888739	0.65	0.008	0	15		
MFAP5	0	1.157744267	2.231083126	0.678	0.007	0	15		
COL14A1	0	1.140529604	2.204619385	0.463	0.01	0	15		
IGFL2	0	1.10189622	2.146366169	0.379	0.013	0	15		
CYP1B1	0	1.086706113	2.123885678	0.71	0.047	0	15		
C1R	0	1.081349702	2.116014777	0.864	0.081	0	15		
ASPN	0	1.070208867	2.099737335	0.617	0.006	0	15		
PRRX1	0	1.054153244	2.076499096	0.79	0.014	0	15		
SPARCL1	0	1.045531865	2.064127181	0.593	0.024	0	15		
MMP11	0	1.03751214	2.05268484	0.435	0.016	0	15		
FSTL1	0	1.026824095	2.037533946	0.804	0.01	0	15		
EMILIN1	0	1.013603798	2.018948062	0.79	0.01	0	15		
MATN3	0	1.002646173	2.003671742	0.407	0.003	0	15		
COL4A1	0	1.002445909	2.003393626	0.556	0.021	0	15		
C1QTNF3	0	0.998942285	1.998534233	0.435	0.01	0	15		
SERPING1	0	0.965991004	1.953404877	0.804	0.037	0	15		
RARRES1	0	0.940114771	1.918680869	0.561	0.005	0	15		
FAP	0	0.937416028	1.91509509	0.752	0.025	0	15		
C7	0	0.924713786	1.898307603	0.308	0.004	0	15		
APOD	0	0.922360717	1.895213943	0.481	0.012	0	15		
MXRA5	0	0.889067631	1.85197886	0.706	0.003	0	15		
MEG3	0	0.865869648	1.82243789	0.523	0.002	0	15		
PCOLCE	0	0.862462544	1.818139055	0.65	0.013	0	15		
WISP2	0	0.842816718	1.79354845	0.407	0.004	0	15		
COL4A2	0	0.822150675	1.768039706	0.547	0.017	0	15		
SFRP1	0	0.815940912	1.760445924	0.266	0.004	0	15		
PDLIM2	0	0.79740852	1.737976433	0.729	0.052	0	15		
TCF4	0	0.775926514	1.712289349	0.687	0.043	0	15		
FNDC1	0	0.775057655	1.711258437	0.636	0.002	0	15		
SPON1	0	0.765423983	1.699869487	0.565	0.003	0	15		
CXCL12	0	0.748288458	1.679798818	0.509	0.012	0	15		
EFEMP1	0	0.743400637	1.674117324	0.542	0.03	0	15		
MXRA8	0	0.735710511	1.665217368	0.645	0.03	0	15		
AKAP12	0	0.72578496	1.653800212	0.528	0.02	0	15		
EFEMP2	0	0.711940098	1.638005383	0.701	0.01	0	15		
ANTXR1	0	0.707672778	1.633167517	0.584	0.013	0	15		
MFAP2	0	0.698915214	1.62328376	0.617	0.006	0	15		
CLEC11A	0	0.697284816	1.621450314	0.654	0.041	0	15		
DPYSL3	0	0.643917052	1.562565918	0.603	0.027	0	15		
PDLIM3	0	0.621200722	1.53815482	0.495	0.009	0	15		
COPZ2	0	0.620249964	1.537141486	0.561	0.013	0	15		
NEXN	0	0.61096683	1.527282382	0.528	0.018	0	15		
NTM	0	0.606849626	1.522929995	0.514	0.002	0	15		
LOXL1	0	0.604287966	1.520228268	0.509	0.014	0	15		
LTBP2	0	0.598090446	1.513711688	0.57	0.011	0	15		
LOX	0	0.598088289	1.513709425	0.528	0.006	0	15		
DIO2	0	0.592948524	1.508326258	0.294	0.006	0	15		
FGFR1	0	0.591680896	1.507001545	0.57	0.012	0	15		
PTGIS	0	0.589350054	1.504568774	0.416	0.002	0	15		
PLAC9	0	0.58702323	1.502144114	0.472	0.011	0	15		
RHOBTB3	0	0.585433047	1.500489316	0.537	0.02	0	15		
CRISPLD2	0	0.584051185	1.499052786	0.43	0.008	0	15		
ANKH	0	0.578938522	1.493749803	0.528	0.02	0	15		
LAMA4	0	0.578312798	1.493102075	0.575	0.012	0	15		
HTRA3	0	0.577894081	1.492668792	0.407	0.003	0	15		
LXN	0	0.5731556	1.487774215	0.505	0.024	0	15		
PDGFRA	0	0.571256652	1.48581722	0.533	0.002	0	15		
EPB41L2	0	0.559807012	1.474072019	0.542	0.028	0	15		
GAS1	0	0.555821466	1.470005411	0.35	0.002	0	15		
UACA	0	0.555072698	1.469242667	0.505	0.028	0	15		
THBS4	0	0.54835504	1.462417297	0.262	0.001	0	15		
SULF2	0	0.547949507	1.462006278	0.542	0.021	0	15		
OLFML3	0	0.543012405	1.457011642	0.505	0.015	0	15		
GAS6	0	0.522417898	1.436360513	0.509	0.022	0	15		
CERCAM	0	0.506621245	1.420719009	0.491	0.019	0	15		
LAMP5	0	0.503831152	1.417974072	0.308	0.003	0	15		
PDGFRB	0	0.50156766	1.415751109	0.486	0.01	0	15		
TGFB1I1	0	0.500158533	1.414368974	0.458	0.012	0	15		
ADAM12	0	0.496256403	1.410548628	0.416	0.015	0	15		
COL16A1	0	0.494183213	1.408523089	0.477	0.003	0	15		
PRICKLE1	0	0.493804474	1.408153369	0.472	0.011	0	15		
SSPN	0	0.489461757	1.403921001	0.505	0.026	0	15		
ENPP1	0	0.485090882	1.399674035	0.304	0.004	0	15		
TNFAIP6	0	0.477436487	1.392267559	0.35	0.006	0	15		
DDR2	0	0.474488578	1.389425594	0.463	0.012	0	15		
PODN	0	0.468869198	1.384024228	0.397	0.002	0	15		
SMOC2	0	0.467043207	1.382273604	0.35	0.005	0	15		
SERPINE1	0	0.463654201	1.379030343	0.285	0.006	0	15		
ITGA11	0	0.459710966	1.375266265	0.393	0.002	0	15		
GGT5	0	0.458898892	1.374492364	0.421	0.013	0	15		
CILP	0	0.458580435	1.374188995	0.322	0.001	0	15		
LHFPL6	0	0.452545998	1.368453106	0.407	0.012	0	15		
OMD	0	0.446764291	1.362979904	0.397	0.001	0	15		
TMEM158	0	0.441981042	1.358468433	0.336	0.01	0	15		
PRELP	0	0.424525902	1.342131379	0.304	0.002	0	15		
BICC1	0	0.423107505	1.340812501	0.425	0.008	0	15		
TWIST1	0	0.422659583	1.340396276	0.407	0.004	0	15		
PDGFRL	0	0.421450888	1.339273757	0.416	0.008	0	15		
ELN	0	0.419733816	1.337680723	0.262	0.005	0	15		
MSRB3	0	0.419013672	1.337013166	0.369	0.009	0	15		
BOC	0	0.417289466	1.335416217	0.346	0.003	0	15		
F2R	0	0.414541751	1.332875243	0.379	0.01	0	15		
FBLN5	0	0.414414677	1.332757847	0.369	0.004	0	15		
GXYLT2	0	0.409803652	1.328504995	0.425	0.004	0	15		
FBLN2	0	0.406841491	1.325780089	0.388	0.011	0	15		
OLFML2B	0	0.405154616	1.324230823	0.369	0.012	0	15		
SRPX	0	0.40494363	1.324037176	0.364	0.003	0	15		
FIBIN	0	0.403754335	1.322946147	0.369	0.001	0	15		
OGN	0	0.399673183	1.319209033	0.327	0.002	0	15		
UNC5B	0	0.390857779	1.311172752	0.388	0.012	0	15		
ECM1	0	0.387636099	1.308248042	0.421	0.019	0	15		
